,Vf (m^3),Work (J)
0,0.1,0.0
1,0.12222222222222223,-142.32696810284804
2,0.14444444444444446,-260.811145333643
3,0.16666666666666669,-362.30633964257777
4,0.1888888888888889,-451.0791117240502
5,0.21111111111111114,-529.966623915365
6,0.23333333333333336,-600.9514827221919
7,0.2555555555555556,-665.4738304618648
8,0.2777777777777778,-724.6128085101602
9,0.30000000000000004,-779.1979641063715
